N,P,K,Temperature,Humidity,pH,Rainfall,Crop
102.66,42.17,35.49,22.49,65.64,6.63,163.54,Sugarcane
69.55,89.43,47.26,21.23,83.72,6.78,98.71,Groundnut
105.34,79.37,43.69,27.89,81.56,7.04,164.28,Sugarcane
114.24,9.57,30.94,34.38,60.25,6.76,278.44,Groundnut
75.67,87.83,54.31,34.33,58.0,7.23,101.53,Cotton
116.25,17.57,65.63,21.54,65.92,6.18,299.18,Millet
29.2,63.32,20.7,29.94,84.03,6.77,165.14,Cotton
38.92,25.91,40.68,32.74,68.71,6.86,168.03,Soybean
59.32,73.2,61.76,26.98,58.9,6.83,60.41,Millet
59.7,27.44,79.5,22.42,70.35,6.85,297.21,Wheat
20.52,33.53,40.41,31.36,86.17,6.5,176.93,Wheat
25.92,74.75,54.23,20.52,88.77,5.1,91.68,Rice
52.91,23.92,21.62,31.08,61.59,6.0,278.18,Millet
95.06,40.51,10.4,30.97,61.33,6.48,134.69,Barley
99.64,43.98,50.26,35.47,81.78,5.96,49.59,Pulses
94.51,46.79,43.21,24.24,87.36,6.33,276.02,Maize
105.06,79.19,44.26,27.92,81.87,7.1,164.44,Sugarcane
82.13,89.83,30.36,27.99,55.66,5.88,155.1,Cotton
30.31,41.38,55.73,22.28,79.12,6.38,275.06,Wheat
47.24,52.04,13.55,24.76,66.03,6.78,184.48,Sugarcane
52.67,23.75,22.38,31.05,61.77,6.04,277.79,Millet
34.71,76.7,65.4,30.42,71.43,6.98,238.07,Cotton
35.13,77.21,64.74,30.69,70.93,7.43,238.09,Cotton
103.46460173955764,42.39934164007057,34.82709291258541,22.12080011842374,65.76008210729604,6.299282566708321,164.28727367818902,Wheat
56.33,45.67,53.78,34.69,80.46,5.44,194.65,Sugarcane
26.83,60.32,67.46,30.35,59.88,7.02,155.3,Maize
30.31,41.47,55.83,22.69,78.58,6.19,275.15,Wheat
109.11,87.96,48.2,24.69,54.27,5.48,137.48,Maize
103.15,41.65,34.79,22.46,65.64,6.08,164.19,Sugarcane
45.32,55.96,62.71,24.7,87.82,7.1,300.5,Rice
86.74,54.0,74.1,33.28,88.47,6.49,137.66,Maize
40.66,20.37,67.14,25.38,65.71,6.98,257.84,Cotton
34.86,76.64,65.01,30.58,71.4,7.14,237.63,Cotton
36.88,63.84,32.15,28.43,74.97,5.58,139.28,Maize
54.77,58.31,72.29,28.07,55.46,7.26,120.03,Rice
45.82,16.45,13.95,27.7,70.59,7.46,164.87,Soybean
24.02,13.31,38.62,29.27,60.22,6.33,238.48,Wheat
116.24,18.22,65.59,22.15,66.01,6.4,298.64,Millet
101.03,39.29,13.06,30.55,76.2,6.94,53.71,Cotton
113.5,10.09,31.37,33.41,59.61,6.55,278.41,Groundnut
31.38,29.42,32.66,21.65,72.27,5.93,266.47,Groundnut
46.46,19.17,33.24,32.34,60.14,7.26,194.44,Wheat
33.0,24.2,15.14,20.0,49.89,6.13,75.18,Pulses
38.24,20.95,36.24,20.79,85.55,6.06,238.19,Wheat
58.76,72.91,62.5,26.6,59.11,6.8,60.28,Millet
59.85,27.05,78.71,21.63,69.56,6.75,296.52,Wheat
29.640105659591917,18.428154460499673,59.517138827302524,23.75931655991822,61.19915248551943,6.783687180017071,158.01182556710305,Pulses
27.46,60.01,67.25,30.94,59.68,6.6,155.31,Maize
42.05,17.36,76.31,21.28,85.31,5.54,158.64,Maize
37.79,75.79,77.57,22.33,58.63,5.73,210.03,Sugarcane
86.54,53.83,74.43,33.03,88.4,6.13,137.63,Maize
107.05,66.46,28.63,29.01,50.58,6.75,120.9,Millet
26.12,75.49,53.62,20.35,89.33,6.0,92.38,Rice
43.61,12.47,68.43,25.45,85.43,6.05,73.75,Rice
38.01,76.17,78.13,21.98,59.41,5.74,209.87,Sugarcane
115.55,74.41,16.25,30.08,65.26,5.77,197.37,Maize
33.45,24.31,14.95,20.57,49.86,6.47,75.3,Pulses
42.51217271633206,16.981576924394265,75.99815016449507,21.08540617751741,84.71844711588106,5.638274327868101,159.37728410359583,Soybean
106.25,62.57,64.21,32.97,76.78,7.23,293.06,Barley
96.89,41.36,28.65,27.83,66.49,5.81,136.28,Maize
77.23,52.78,78.09,23.38,53.16,7.13,117.85,Barley
98.79,50.64,66.6,29.24,69.73,7.56,145.17,Sugarcane
30.36,41.05,55.76,22.61,79.38,6.87,275.42,Wheat
22.01,40.75,66.77,27.08,54.18,5.5,294.94,Wheat
55.56,45.51,54.04,34.07,80.24,5.9,195.27,Sugarcane
95.18,47.32,42.93,24.7,86.64,6.47,276.05,Maize
98.36,51.84,34.03,21.13,63.4,6.53,52.22,Pulses
29.61,46.0,32.74,32.3,67.06,7.34,74.3,Soybean
59.07,73.35,61.64,27.45,58.91,6.96,60.37,Millet
30.31,44.08,10.16,25.19,87.95,6.17,71.29,Barley
20.78,33.82,39.5,31.94,85.69,7.13,177.09,Wheat
70.42,18.49,21.48,21.01,50.92,5.93,126.28,Soybean
87.21,49.95,46.41,24.89,54.22,5.89,121.03,Soybean
25.88,43.6,56.48,23.29,54.63,5.57,286.73,Wheat
61.03,35.92,57.79,23.88,75.81,5.3,160.03,Millet
91.21,17.25,11.63,34.75,76.96,6.61,229.25,Pulses
109.41,87.96,47.68,24.49,54.05,5.98,136.77,Maize
38.14,75.55,78.3,22.5,58.9,6.2,210.22,Sugarcane
87.42,50.22,46.32,24.92,54.48,6.04,120.71,Soybean
113.61,81.82,54.35,34.64,62.39,5.51,275.06,Soybean
29.49,63.24,21.16,29.52,84.1,7.19,165.38,Cotton
88.66,29.22,44.93,25.74,59.75,7.43,251.0,Rice
91.92,80.95,34.43,22.36,51.3,6.06,146.8,Cotton
39.27,32.26,73.85,24.03,61.53,6.25,238.38,Rice
98.41,52.16,33.86,20.52,62.85,6.63,52.14,Pulses
95.77,37.19,25.25,24.12,54.87,7.21,214.27,Sugarcane
31.28,28.93,32.56,21.15,71.79,5.82,266.33,Groundnut
53.24,24.39,22.49,31.49,62.23,5.63,278.4,Millet
56.36,46.21,53.89,33.82,79.92,6.07,195.4,Sugarcane
82.74,31.25,21.71,31.73,55.02,7.25,269.74,Sugarcane
57.1797471079131,47.24701450265768,20.008596781329977,33.52060429218445,88.68249920735478,7.141973117579281,184.42249426670227,Pulses
94.71,40.92,10.28,31.25,60.54,6.66,135.44,Barley
53.25,23.75,22.49,31.07,61.51,5.86,278.38,Millet
45.56,16.27,14.38,28.27,70.67,7.03,164.92,Soybean
97.87718234715537,52.76537913201768,33.59419981909177,21.215460915325757,62.24070769743869,5.913709973688916,52.55751476200345,Cotton
36.64,27.16,67.82,23.69,56.85,6.84,289.13,Sugarcane
94.96,40.72,10.18,30.38,61.1,6.6,135.34,Barley
100.66,39.12,12.71,30.29,75.68,6.55,53.95,Cotton
54.07,86.83,79.64,24.66,71.03,7.01,267.98,Maize
42.23,17.32,75.62,21.53,85.03,5.94,158.53,Maize
36.78,26.96,68.18,23.38,57.42,7.72,288.61,Sugarcane
39.41,26.06,41.31,32.87,69.31,6.16,167.71,Soybean
32.62,23.72,14.57,20.26,50.13,6.12,74.81,Pulses
116.23,84.77,37.4,20.82,63.71,6.74,92.38,Pulses
101.03,39.12,13.4,30.86,75.85,7.05,53.71,Cotton
109.21,80.89,37.98,33.68,88.02,7.63,73.97,Sugarcane
53.17,23.71,22.28,30.93,61.93,5.61,277.58,Millet
107.08848413707226,39.11682363695426,32.620837288911446,20.449005761453623,80.53913966217634,6.91720773944285,119.12130416954035,Pulses
21.12,33.69,40.4,31.57,86.09,7.37,177.16,Wheat
97.87,51.86,33.82,20.84,63.13,6.03,52.33,Pulses
37.77,75.83,77.74,22.28,58.62,6.15,210.43,Sugarcane
56.42,52.02,46.11,23.21,80.78,5.51,283.55,Groundnut
87.67,23.31,25.3,21.38,60.21,7.45,136.28,Sugarcane
45.67,19.21,33.25,32.49,59.52,6.33,193.67,Wheat
54.78,58.22,72.09,28.56,55.11,7.14,119.76,Rice
24.44,13.11,39.42,29.64,59.54,6.23,237.81,Wheat
90.75,16.58,11.7,34.62,76.87,6.67,228.7,Pulses
60.32168180582569,26.688317094303144,79.47473644534449,22.871043962906448,69.9930942903185,7.457880303603349,296.73586642967877,Pulses
40.93,20.49,66.78,24.77,65.88,7.17,258.29,Cotton
60.83,36.07,57.7,23.69,75.94,6.19,160.16,Millet
46.63,51.8,13.5,24.71,66.18,6.76,183.65,Sugarcane
45.35,56.35,63.12,24.5,87.82,7.59,300.34,Rice
69.64,88.93,47.04,20.62,84.3,6.54,98.91,Groundnut
51.22,14.99,19.7,29.44,55.53,6.49,137.3,Maize
60.52,36.47,57.74,23.33,76.43,6.05,160.07,Millet
50.56432084997475,15.071570949870361,19.602838959651915,29.90471575211116,56.923909674194284,7.148700971993448,137.3968236856393,Millet
29.68,46.32,33.16,32.15,67.1,6.91,74.43,Soybean
101.32,15.79,60.1,30.3,89.0,5.51,136.27,Soybean
30.41,40.59,55.71,22.01,79.43,6.94,275.21,Wheat
58.38,47.86,20.12,32.1,88.97,7.74,183.82,Maize
53.69,86.76,80.28,24.88,70.51,7.84,268.24,Maize
33.96,52.15,27.1,21.51,75.77,5.77,112.09,Sugarcane
64.19,69.44,33.31,28.5,72.43,7.16,52.83,Barley
20.93,77.58,66.91,31.63,72.52,6.4,52.74,Rice
43.94,12.22,67.78,25.95,84.86,5.62,74.21,Rice
108.56,87.5,47.95,24.28,54.02,5.79,136.51,Maize
37.84,20.62,35.86,20.97,85.81,6.18,238.23,Wheat
30.1,40.59,56.15,22.09,79.18,6.42,274.98,Wheat
36.65,64.15,31.65,29.0,74.95,5.63,138.58,Maize
101.18500770996003,39.04330135413833,13.134497093457457,30.49044647816412,76.2421106657486,6.759840743904685,53.73699352384254,Groundnut
94.71,47.06,43.05,24.3,87.05,6.84,275.63,Maize
92.09,13.71,61.44,32.85,64.51,5.81,117.93,Maize
105.2,78.77,43.85,28.7,81.68,7.15,164.28,Sugarcane
48.56,35.15,44.41,24.9,51.15,6.52,86.63,Sugarcane
90.85,17.36,12.47,34.33,77.07,6.71,228.74,Pulses
100.65,38.84,13.05,31.14,76.39,6.32,54.18,Cotton
69.61,88.64,47.18,20.54,84.08,6.09,98.86,Groundnut
70.48,89.11,46.75,21.17,84.34,6.47,99.04,Groundnut
46.68,51.53,13.99,25.43,65.94,6.96,183.8,Sugarcane
47.28,52.5,13.67,24.99,66.26,7.18,184.19,Sugarcane
73.7215538550671,51.86311341660269,66.74476807311339,25.566077107751628,51.682249283913755,7.485559101363723,101.30316518380587,Millet
73.16,27.0,25.37,25.73,89.16,6.46,250.66,Sugarcane
115.67,74.02,16.5,30.33,64.82,5.92,196.8,Maize
115.9,74.01,16.48,29.9,64.66,5.8,197.22,Maize
24.32,12.73,39.02,28.81,59.88,5.7,237.84,Wheat
75.7,87.51,53.53,33.95,58.28,6.65,102.4,Cotton
40.65,20.11,66.61,24.9,66.26,7.21,258.26,Cotton
41.02,19.54,67.03,25.2,65.6,7.23,257.6,Cotton
70.13,17.65,21.22,21.22,51.09,5.73,126.3,Soybean
25.57,44.01,56.39,23.21,55.36,6.32,287.34,Wheat
110.3,38.37,54.13,32.73,62.32,5.45,234.37,Groundnut
41.99,16.83,75.59,20.87,85.48,6.07,158.52,Maize
89.12,28.55,45.23,25.75,60.18,7.92,250.74,Rice
53.72,87.36,79.82,25.14,70.55,6.92,267.68,Maize
40.74,19.65,66.99,25.19,66.44,6.81,258.36,Cotton
49.35,34.98,44.17,25.03,51.24,6.81,87.13,Sugarcane
113.91,10.11,31.05,34.06,59.67,7.3,278.45,Groundnut
38.85,32.33,74.49,24.77,62.38,6.86,238.2,Rice
29.6,40.51,56.11,22.69,79.15,6.56,274.53,Wheat
33.92,51.69,26.83,21.18,75.57,5.45,111.93,Sugarcane
36.63,63.85,31.73,28.5,75.01,5.57,139.38,Maize
35.21,76.78,65.29,30.88,71.15,7.6,237.86,Cotton
56.09,46.12,54.24,33.94,80.39,5.99,194.78,Sugarcane
33.3,23.81,15.05,20.62,50.33,6.63,75.27,Pulses
30.52,28.72,33.17,21.22,72.29,5.87,266.12,Groundnut
37.80268394947794,16.847539226500682,24.863184029194958,30.444012065528582,76.73317724517604,6.013818437629898,247.50797606928336,Groundnut
95.15,40.64,9.51,30.67,61.48,6.54,134.88,Barley
110.17,37.68,54.27,32.41,62.35,5.34,234.29,Groundnut
107.18,38.93,32.08,20.66,81.34,5.6,119.33,Maize
55.23,58.47,71.7,28.53,54.73,7.12,119.86,Rice
96.98,41.09,29.07,28.23,66.02,6.56,135.76,Maize
44.62,55.7,63.35,24.46,88.37,7.61,300.25,Rice
78.16,47.58,12.38,29.86,88.12,6.11,272.35,Sugarcane
38.778810494307955,16.875378958595824,24.420487032928182,30.240649462221782,76.30645133482082,6.912518039994458,247.27291869344361,Sugarcane
39.12,26.24,40.81,32.26,68.98,6.8,167.75,Soybean
55.6,45.84,54.14,33.96,79.51,5.7,195.36,Sugarcane
76.77,52.73,78.09,23.53,52.67,6.45,118.42,Barley
34.51,77.06,64.51,30.65,70.6,7.12,237.69,Cotton
54.43,86.77,79.81,24.83,70.96,7.37,268.17,Maize
45.53411958391842,15.390581905552148,13.763416517048453,27.838299499282236,71.3565458920819,6.398293002099367,165.08782998901543,Wheat
20.06,71.75,30.0,26.8,53.19,7.48,246.29,Pulses
36.55,26.99,67.58,24.04,57.41,7.57,288.63,Sugarcane
26.25,43.52,56.15,23.08,55.36,5.87,287.45,Wheat
108.73,88.05,48.21,24.15,53.85,5.35,137.27,Maize
29.26,36.48,20.05,22.46,85.04,6.98,123.72,Sugarcane
38.54,32.44,74.16,24.92,62.4,6.44,238.29,Rice
64.22,68.54,33.44,28.57,72.45,7.65,53.18,Barley
35.256973355767855,9.458599947804064,19.753735645986584,34.01148059418005,70.79458765760704,7.180249476982937,187.51463340604258,Soybean
69.67,88.78,46.82,21.05,83.98,6.81,98.55,Groundnut
39.47,25.84,40.92,32.41,68.66,6.8,168.1,Soybean
46.79,51.75,13.99,25.18,66.39,6.68,183.9,Sugarcane
78.03,56.25,76.74,31.85,87.44,7.31,298.49,Groundnut
100.52,39.23,12.87,30.3,76.24,6.37,53.74,Cotton
114.45,81.78,54.1,34.64,61.77,5.64,274.63,Soybean
95.33,46.7,42.59,24.47,86.84,6.99,275.97,Maize
32.52,23.85,15.02,19.75,49.88,5.97,74.76,Pulses
47.11,52.02,14.31,25.39,66.17,7.27,184.17,Sugarcane
30.16,44.08,9.88,24.83,87.69,6.43,70.76,Barley
49.49,34.87,43.94,25.03,51.01,6.5,87.03,Sugarcane
36.83,64.38,32.11,28.63,75.26,6.08,139.41,Maize
59.84,27.26,78.54,21.87,70.01,7.15,296.61,Wheat
90.15,18.34,62.77,21.41,88.56,6.12,246.59,Wheat
37.54,21.47,35.63,20.97,85.91,5.58,238.02,Wheat
28.9,18.1,58.96,23.91,61.06,7.61,158.39,Sugarcane
70.45,89.0,47.06,21.07,84.33,6.1,99.24,Groundnut
106.73,66.46,29.38,28.46,51.04,7.26,120.89,Millet
94.57,41.47,10.49,30.52,60.74,7.09,135.46,Barley
72.59,51.62,44.89,32.22,65.84,5.85,111.52,Millet
60.93,35.78,57.99,24.05,75.61,5.89,159.55,Millet
63.96,69.09,33.32,28.56,71.53,7.67,52.62,Barley
35.47,76.94,65.19,31.16,70.64,6.96,237.85,Cotton
37.59,76.08,77.91,22.13,58.84,5.78,209.95,Sugarcane
37.34,63.83,31.82,28.91,74.53,6.35,139.45,Maize
95.25,41.03,10.17,31.16,60.62,6.21,134.59,Barley
97.45,59.69,25.1,32.67,52.16,6.33,283.21,Wheat
22.27,40.72,66.89,27.65,53.57,5.79,294.65,Wheat
55.7,46.23,53.65,33.95,79.53,5.58,194.58,Sugarcane
90.96,17.44,11.69,34.25,77.07,7.58,229.09,Pulses
114.07962135040428,9.968495730366744,30.935370907314816,34.15940993563364,59.3991673408324,6.922324710585206,278.48191781945326,Millet
34.83,9.86,19.89,33.77,69.53,7.28,186.68,Rice
39.093449750377644,26.01020402482758,41.144988460744635,32.99927825430288,69.5695786209638,6.81311427533377,167.34021470116832,Maize
42.4435834990229,56.90151134802759,74.80999611318579,25.148924179448642,88.16348028282329,5.865951286619493,55.26661522028937,Maize
28.94,62.67,20.69,29.41,83.99,7.3,165.18,Cotton
43.81,11.51,68.19,26.13,85.38,5.91,74.49,Rice
44.88,56.34,62.52,24.66,88.02,7.19,300.02,Rice
22.47,40.98,66.82,27.06,53.56,6.23,294.68,Wheat
43.15,38.89,68.41,28.83,59.01,5.88,129.11,Rice
61.32,36.08,57.58,23.84,75.88,6.02,159.9,Millet
70.45,88.57,47.28,20.97,84.44,6.25,99.22,Groundnut
101.33,15.98,59.6,30.33,89.39,5.56,135.7,Soybean
47.37,52.27,13.76,25.43,65.99,6.98,184.11,Sugarcane
94.84,47.69,63.49,29.11,85.48,6.91,144.56,Groundnut
106.61,66.32,28.6,28.8,51.31,6.94,120.88,Millet
78.89,18.05,27.89,27.24,84.67,5.86,226.5,Maize
95.08,48.45,63.17,28.53,85.08,7.04,144.71,Groundnut
22.44,41.03,66.69,27.11,53.87,6.09,294.63,Wheat
39.08,25.97,40.73,33.06,68.64,6.38,167.83,Soybean
101.12,16.05,59.79,30.36,89.19,5.95,136.23,Soybean
82.69,30.73,22.24,31.38,54.77,6.97,270.1,Sugarcane
91.89,13.73,60.5,32.79,64.51,5.93,118.32,Maize
46.29,18.51,33.06,32.87,59.52,6.44,193.75,Wheat
82.76,43.18,70.74,28.45,66.28,5.93,214.79,Millet
59.62,26.78,78.75,21.63,69.9,7.16,297.16,Wheat
58.26,47.85,19.54,32.72,88.54,7.68,183.85,Maize
92.56882327684859,81.05473294764143,33.893281424399575,22.04322588465495,51.456747769732054,5.967853593692185,147.81846471283575,Rice
87.21,50.07,46.41,25.36,53.98,5.35,120.99,Soybean
30.38,43.9,9.54,24.6,88.16,6.32,71.46,Barley
59.06,72.68,62.19,27.17,58.64,6.87,59.7,Millet
78.91,17.98,27.54,27.95,85.14,5.64,225.76,Maize
82.73,31.49,21.89,32.25,55.29,6.98,270.16,Sugarcane
53.05,85.63,56.23,32.94,55.9,6.28,64.13,Wheat
58.82,73.25,62.15,27.1,59.28,6.68,60.32,Millet
21.31,78.19,66.86,31.63,73.01,6.31,52.97,Rice
59.49,72.57,62.13,27.38,58.74,6.5,59.51,Millet
42.29,17.48,75.6,21.06,85.27,6.1,158.8,Maize
24.81,87.46,36.49,28.11,86.84,5.64,228.02,Sugarcane
50.56,15.05,20.03,30.39,55.97,6.21,137.42,Maize
45.51,16.0,13.88,27.95,70.97,6.56,164.61,Soybean
73.86,51.31,67.46,25.88,51.37,7.29,100.75,Soybean
102.95,41.63,35.5,21.75,65.68,6.86,163.63,Sugarcane
103.23,45.13,13.18,29.08,61.13,6.56,285.83,Maize
77.87,56.15,77.34,31.19,86.59,7.21,298.39,Groundnut
94.94,46.68,42.55,24.36,86.79,6.75,275.73,Maize
119.17,32.01,58.71,20.13,66.93,5.71,285.18,Maize
72.72,51.65,44.88,32.17,66.16,6.04,111.88,Millet
81.72244499149402,90.56213089456108,29.781851565126747,28.112304640719735,55.542680643061516,5.517646879549757,154.77865245416314,Barley
113.82,81.77,54.13,34.65,61.75,5.64,275.15,Soybean
25.96,44.03,56.38,23.95,54.6,5.77,286.56,Wheat
34.78,77.36,65.18,30.51,70.68,7.6,238.47,Cotton
109.48,88.27,47.68,24.89,53.98,5.85,137.48,Maize
27.121951134704375,59.59566458233883,67.08770783899493,31.098857090075555,59.887378442674795,6.402469621847484,155.55251026208612,Soybean
54.1,86.97,79.85,25.18,70.89,7.89,267.69,Maize
78.33,56.18,76.78,31.23,86.89,7.42,298.29,Groundnut
83.5,31.0,21.88,31.82,54.66,6.95,270.48,Sugarcane
110.17,37.76,53.71,32.2,61.62,5.28,234.47,Groundnut
96.6,41.41,28.6,27.86,65.93,5.71,136.24,Maize
73.23,26.89,25.28,25.8,88.52,6.15,250.9,Sugarcane
97.14,59.56,24.72,31.98,51.89,6.37,283.31,Wheat
57.65,48.03,20.46,32.51,89.24,6.93,184.2,Maize
38.01,75.95,77.77,21.78,59.05,6.1,209.73,Sugarcane
92.17,80.56,33.81,21.87,50.62,6.53,146.94,Cotton
34.51,76.86,64.97,30.77,70.63,7.56,238.35,Cotton
46.97,52.12,13.69,25.54,65.71,7.1,183.51,Sugarcane
94.84,47.62,62.94,28.83,85.17,7.12,145.35,Groundnut
45.87,16.46,13.84,27.51,71.07,7.42,165.13,Soybean
72.55,51.89,44.68,32.24,65.96,5.8,111.93,Millet
105.64,62.76,64.05,32.92,77.28,6.58,293.15,Barley
37.7,75.56,77.99,22.39,59.02,6.14,209.96,Sugarcane
53.94,86.5,80.25,24.61,70.76,7.06,268.28,Maize
82.58,31.36,22.4,31.54,54.7,7.0,270.08,Sugarcane
53.62,86.83,80.46,24.63,70.77,6.94,267.93,Maize
59.76,59.26,41.32,30.04,68.24,5.54,201.58,Sugarcane
45.63,19.27,32.78,32.8,60.19,6.33,194.05,Wheat
43.9,12.16,67.99,25.42,85.3,6.32,74.08,Rice
90.01,18.09,63.04,21.73,88.65,6.82,247.44,Wheat
63.85,68.61,33.23,28.39,72.2,7.32,52.93,Barley
55.87,45.84,53.78,33.79,80.27,5.6,194.6,Sugarcane
79.26,18.44,27.74,27.2,85.39,6.17,226.46,Maize
29.06,63.11,20.56,30.04,84.15,6.94,164.74,Cotton
34.72,9.81,19.54,34.65,69.81,7.44,186.7,Rice
37.23,27.49,67.59,23.38,57.28,6.91,288.74,Sugarcane
22.15,41.04,67.41,27.06,53.93,6.42,295.47,Wheat
42.25,57.13,74.52,25.5,88.46,5.89,55.44,Millet
25.26,86.74,35.76,28.35,86.56,5.88,228.31,Sugarcane
40.98,19.82,67.26,24.7,65.61,7.76,257.95,Cotton
27.0,59.85,67.38,30.04,60.47,6.57,154.92,Maize
21.41,78.1,67.26,31.65,72.72,6.11,53.28,Rice
87.32,49.5,46.02,25.7,53.71,5.21,120.76,Soybean
59.55,27.08,78.94,22.4,70.06,7.07,297.06,Wheat
116.13,74.49,15.72,29.98,64.8,6.2,197.44,Maize
98.60367009578567,49.93359570132038,66.85955318505177,29.76520064952938,70.01553057221236,7.112317842032628,144.82908156843752,Maize
20.24,72.07,29.55,27.11,53.38,7.34,246.13,Pulses
44.88,55.85,62.64,24.64,88.14,7.9,300.03,Rice
108.61,87.59,48.22,24.48,53.59,5.97,136.96,Maize
23.96,13.38,38.88,29.17,59.68,5.61,238.19,Wheat
38.69,26.18,40.94,33.04,69.03,7.08,167.95,Soybean
29.58,43.75,9.64,24.86,88.03,6.88,71.04,Barley
114.31,10.45,31.24,34.18,59.54,6.69,278.48,Groundnut
108.56,81.06,38.04,33.73,87.55,7.07,73.93,Sugarcane
54.5,86.68,80.32,24.96,71.25,7.85,267.69,Maize
42.45,16.99,75.85,20.67,84.51,5.51,159.04,Maize
58.33,47.63,19.76,32.12,89.33,7.65,183.77,Maize
100.88,39.3,12.81,30.98,75.94,6.89,53.6,Cotton
45.57,16.11,13.75,27.88,70.75,7.18,165.08,Soybean
119.02,32.03,59.07,19.95,66.92,6.05,285.36,Maize
44.75,55.51,62.66,24.47,88.08,6.92,299.79,Rice
28.81,62.73,21.44,29.54,83.64,7.59,165.32,Cotton
45.69,18.55,33.49,32.24,59.92,6.92,194.29,Wheat
35.5,76.88,65.1,30.78,71.33,6.88,237.9,Cotton
73.49,27.5,25.35,26.21,89.37,5.86,250.58,Sugarcane
30.25493349789906,29.370957627408693,33.05391973800258,22.112252261543667,72.19596225159314,6.566137811638683,265.7473975480959,Soybean
78.68,17.68,27.85,27.08,84.63,5.72,226.03,Maize
114.17336131674824,9.753570860783915,31.16096597222326,33.03179854327799,59.45102949010585,6.844656425132094,277.91070861414056,Millet
108.61,87.83,47.83,25.0,54.4,5.5,137.12,Maize
41.22,19.78,66.81,25.17,66.41,7.4,258.34,Cotton
64.42,68.88,32.53,29.12,72.17,7.41,52.71,Barley
82.53,42.98,71.22,27.9,65.91,6.15,214.91,Millet
30.1,44.46,10.08,25.17,87.56,6.85,70.81,Barley
26.4,44.16,55.57,23.3,54.53,5.95,286.83,Wheat
23.6,12.58,39.26,29.63,59.81,6.48,237.51,Wheat
77.85,48.4,11.86,29.84,87.8,6.1,271.55,Sugarcane
41.58,57.25,75.32,25.94,87.81,5.98,54.6,Millet
34.7,9.52,20.27,34.54,69.6,6.77,187.11,Rice
90.55,17.03,11.53,33.99,77.29,7.0,228.65,Pulses
112.92,49.21,51.71,34.28,83.91,5.88,227.74,Groundnut
116.37,74.43,15.8,30.36,65.05,6.1,196.51,Maize
21.02,34.23,39.54,32.08,86.23,6.72,177.02,Wheat
28.55,62.71,20.74,29.75,84.46,7.25,164.51,Cotton
95.83,37.29,25.23,23.99,55.16,6.58,213.51,Sugarcane
29.64,44.19,9.94,25.11,88.08,6.0,70.92,Barley
72.07,52.56,71.03,25.46,51.15,7.65,253.59,Wheat
20.98,34.19,40.22,31.75,86.34,6.88,177.37,Wheat
97.11,59.62,24.8,31.95,51.65,6.51,283.38,Wheat
60.43,27.39,79.04,21.77,69.63,6.95,297.23,Wheat
86.8,49.7,46.41,25.02,54.17,5.49,120.81,Soybean
34.71,77.15,65.0,30.35,71.0,7.16,237.85,Cotton
23.94,76.75,17.07,34.71,61.1,5.68,206.48,Rice
37.82,76.11,78.22,22.37,59.39,6.38,210.15,Sugarcane
38.18,17.04,24.6,30.28,76.29,6.0,247.49,Barley
29.54,43.67,9.54,25.43,87.7,5.98,70.61,Barley
34.91,9.53,19.78,34.66,70.04,7.09,186.77,Rice
53.19377137353554,85.90591445679964,55.14758352563727,32.95420099708021,56.3543159927848,6.6718510032350995,64.30857145191388,Barley
92.09092224079211,14.162687810459849,60.34235643646379,31.959348020998746,65.28575896770532,5.976870226446481,118.13405330317904,Millet
29.63,44.23,10.31,25.01,88.42,6.47,70.84,Barley
76.98,53.44,78.01,23.53,53.12,7.22,117.73,Barley
25.26,87.1,36.26,28.04,87.18,5.99,228.36,Sugarcane
26.1,74.76,54.27,20.85,89.42,5.51,91.9,Rice
25.99,44.38,55.96,23.39,54.58,5.58,287.02,Wheat
52.59,23.61,22.41,31.75,62.28,5.38,278.14,Millet
77.07,53.17,77.59,23.6,52.54,7.11,117.99,Barley
89.42,29.35,44.73,25.58,60.39,7.39,251.42,Rice
25.96,44.45,56.24,23.36,55.39,5.65,286.91,Wheat
87.72,22.68,25.03,21.35,60.25,7.98,136.46,Sugarcane
31.11,28.92,32.94,21.23,71.73,6.36,265.76,Groundnut
45.87,15.62,13.54,27.89,70.99,7.32,164.52,Soybean
72.44,52.63,71.38,25.28,51.0,7.65,254.4,Wheat
95.24,47.9,63.44,29.15,85.34,6.92,144.59,Groundnut
25.21,86.99,36.14,28.7,87.03,5.62,228.21,Sugarcane
69.85,88.75,47.04,20.79,83.74,6.77,99.31,Groundnut
33.59,52.37,27.22,21.99,76.38,5.44,111.63,Sugarcane
53.3,23.65,21.62,31.39,62.45,5.29,277.54,Millet
72.08,53.49,71.46,25.88,50.69,6.88,254.31,Wheat
46.83,51.59,14.25,24.73,65.97,6.57,184.05,Sugarcane
38.59,25.89,40.75,32.23,69.4,6.46,167.82,Soybean
51.4,14.84,20.46,29.46,55.72,6.1,137.22,Maize
20.4,72.43,30.26,27.13,52.81,7.33,246.19,Pulses
46.63,52.13,13.86,25.41,65.94,6.94,183.88,Sugarcane
106.84,39.02,32.12,21.08,81.46,6.55,119.22,Maize
97.41,41.37,29.32,28.18,65.77,5.72,136.39,Maize
23.91,12.69,39.19,29.62,59.94,6.11,237.9,Wheat
36.88,64.45,32.37,28.98,75.14,5.93,138.84,Maize
